en,kor,cc
Tom came too early because of a misunderstanding.,톰은 오해 때문에 너무 일찍 왔어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2774064 (sharptoothed) & #8362162 (Eunhee)
Tom said he didn't want to go to the park with us.,톰은 우리랑 같이 공원에 가고 싶지 않대.,CC-BY 2.0 (France) Attribution: tatoeba.org #2639977 (CK) & #4752020 (kimhkng)
"Would you pass me the salt, please?",소금 좀 건네줄래?,CC-BY 2.0 (France) Attribution: tatoeba.org #25737 (CK) & #8306674 (ljj)
Got it!,알겠어!,CC-BY 2.0 (France) Attribution: tatoeba.org #320484 (CM) & #8363299 (Eunhee)
Tom wants to avoid everything.,톰은 모든 것을 회피하고 싶어해.,CC-BY 2.0 (France) Attribution: tatoeba.org #680312 (Source_VOA) & #8437688 (Eunhee)
Tom committed suicide.,톰은 자살했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2261154 (CK) & #6304897 (Queserasera)
Your hand is as cold as ice.,네 손이 얼음처럼 차가워.,CC-BY 2.0 (France) Attribution: tatoeba.org #553949 (teh) & #11105187 (intertime)
Maybe Tom doesn't remember me.,아마 톰은 날 기억하지 않아.,CC-BY 2.0 (France) Attribution: tatoeba.org #3822630 (CK) & #8522930 (Eunhee)
I wrote a letter last night.,지난밤에 편지 하나를 썼다.,CC-BY 2.0 (France) Attribution: tatoeba.org #257850 (CK) & #11106492 (intertime)
How many days do you plan to stay?,며칠 동안 있을 예정이에요?,CC-BY 2.0 (France) Attribution: tatoeba.org #454498 (CM) & #11105972 (intertime)
Tom was three years old when his mother was killed in a traffic accident.,톰은 어머님이 교통사고로 돌아가셨을 때 세 살이었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8462376 (CK) & #8462384 (Eunhee)
Tom held his breath.,톰은 숨을 참았어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1025231 (CK) & #8361469 (Eunhee)
Tom roasted the marshmallow over the fire.,톰이 마시멜로를 불에 구웠어.,CC-BY 2.0 (France) Attribution: tatoeba.org #6946928 (Hybrid) & #8472797 (Eunhee)
I'm done watering the flowers.,꽃 물주기를 끝냈다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1358009 (Vee) & #7500610 (raining211)
Let's not panic.,당황하지 말자.,CC-BY 2.0 (France) Attribution: tatoeba.org #2007870 (CK) & #10576596 (ssuss32)
Why are you acting so crazy?,너 왜 그렇게 미친 사람처럼 행동해?,CC-BY 2.0 (France) Attribution: tatoeba.org #7817531 (CK) & #8363185 (Eunhee)
What a nice tie!,넥타이 멋있다!,CC-BY 2.0 (France) Attribution: tatoeba.org #1913102 (CK) & #11104875 (intertime)
I want to talk to all of them.,나는 그들 모두와 이야기하고 싶다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2013955 (CK) & #11107511 (intertime)
I'm sorry.,유감입니다.,CC-BY 2.0 (France) Attribution: tatoeba.org #38387 (CK) & #4708224 (rainbow4us)
French isn't difficult.,프랑스어는 어렵지 않다.,CC-BY 2.0 (France) Attribution: tatoeba.org #4666834 (CK) & #11106575 (intertime)
Don't go there.,거기 가지 마세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #1495908 (CK) & #11110707 (intertime)
Come home right away.,곧장 집에 와.,CC-BY 2.0 (France) Attribution: tatoeba.org #2782444 (CK) & #11110776 (intertime)
Are you still alone?,너 아직도 혼자야?,CC-BY 2.0 (France) Attribution: tatoeba.org #2208375 (CK) & #8362512 (Eunhee)
It's too narrow.,너무 좁다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249330 (CK) & #11597104 (cherryband)
I don't like cafeteria food very much.,난 식당 음식을 그다지 좋아하지 않아.,CC-BY 2.0 (France) Attribution: tatoeba.org #8340817 (CK) & #8363247 (Eunhee)
I'm feeling a bit tired.,조금 피곤한 기분이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #3732418 (CK) & #8362503 (Eunhee)
We had to keep it secret.,우리는 그것을 비밀에 부쳐야 했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3164407 (CK) & #5526654 (raining211)
Tom can't speak French. Tom can't speak Spanish either.,톰은 프랑스어를 못해. 톰은 스페인어도 못해.,CC-BY 2.0 (France) Attribution: tatoeba.org #1026740 (CK) & #8365128 (Eunhee)
Can you remember the first time we met each other?,우리 서로 처음 만난 순간 기억하시나요?,CC-BY 2.0 (France) Attribution: tatoeba.org #953154 (CK) & #11106521 (intertime)
He has a deep insight into human psychology.,그 사람은 인간 심리에 높은 식견이 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #300129 (CM) & #8361857 (Eunhee)
He often attributes his success to his wife.,그는 종종 그의 성공을 그의 아내의 공으로 돌리곤 한다,CC-BY 2.0 (France) Attribution: tatoeba.org #293289 (tatoerique) & #6623339 (GanbareHigh3999)
Have you ever gone swimming with Tom?,톰이랑 한번이라도 수영하러 간 적 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #6343618 (CK) & #8362223 (Eunhee)
Say something.,아무 말이나 해봐.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111560 (CK) & #8363474 (Eunhee)
I dislike cold weather.,나는 추운 날씨를 싫어한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #256711 (CK) & #7497221 (raining211)
Has Tom become crazy?,톰은 미쳤을까?,CC-BY 2.0 (France) Attribution: tatoeba.org #2810281 (Hybrid) & #11106804 (intertime)
Why is he staring at me?,그는 왜 날 쳐다보는 거지?,CC-BY 2.0 (France) Attribution: tatoeba.org #2230469 (Hybrid) & #8549573 (okja)
I wanted Tom to sing my favorite song.,난 톰이 내가 좋아하는 노래를 불러줬으면 했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8416726 (CK) & #8417355 (Eunhee)
I'm taking a French class.,나는 프랑스어 수업을 듣고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8407331 (CK) & #8410354 (Eunhee)
Tom seems to be very lonely.,톰은 무척이나 외로워 보여.,CC-BY 2.0 (France) Attribution: tatoeba.org #3442321 (CK) & #8384610 (Eunhee)
The world is full of problems.,세계는 문제투성이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #4695566 (PvtMarc) & #6305427 (Queserasera)
I can't believe Tom confessed.,나는 톰이 자백했다는 것을 믿을 수 없다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1950858 (CK) & #5526770 (raining211)
The room is crawling with spiders.,방에는 거미들이 기어다니고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1789283 (Spamster) & #8364932 (Eunhee)
Is there anybody here who speaks French?,프랑스어 할 줄 아는 사람 여기 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #8410360 (CK) & #8410362 (Eunhee)
Tom made Mary mad.,톰은 메리를 화나게 했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8509716 (CK) & #8533807 (Eunhee)
I was scolded for being late.,지각해서 혼났어.,CC-BY 2.0 (France) Attribution: tatoeba.org #6915554 (CK) & #8358585 (Eunhee)
I was very busy today.,오늘은 너무 바빴어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2838319 (CK) & #3718218 (Queserasera)
Tom replied to Mary's email.,톰은 메리의 이메일에 답장했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #5795949 (Eccles17) & #11106870 (intertime)
I'm a French student.,난 프랑스인 학생이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #8407343 (CK) & #8410350 (Eunhee)
I laughed.,나는 웃었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #258713 (CK) & #8355980 (Eunhee)
The castle has been restored and is open to the public.,"성이 복원되었고, 대중에게 개방되어 있는 상태야.",CC-BY 2.0 (France) Attribution: tatoeba.org #46220 (CK) & #8355842 (Eunhee)
"Tom is going to be there, isn't he?",톰은 거기에 가 있을 거지?,CC-BY 2.0 (France) Attribution: tatoeba.org #6436640 (CK) & #8367672 (Eunhee)
Tom is stupid.,톰은 멍청하다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2236866 (CK) & #11106783 (intertime)
I didn't think that Tom would ever forgive Mary for doing that.,난 톰이 메리가 그 짓을 한 걸 용서하리라고는 생각하지 않는다.,CC-BY 2.0 (France) Attribution: tatoeba.org #7143897 (CK) & #10788994 (svawbodah)
I don't want to marry you.,나는 당신과 결혼하고 싶지 않다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1887283 (CK) & #11105641 (intertime)
Tom disappointed me.,톰이 나를 실망시켰다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1026231 (CK) & #10576607 (ssuss32)
Tom didn't have dinner last night.,톰은 지난밤에 저녁을 먹지 않았다.,CC-BY 2.0 (France) Attribution: tatoeba.org #37130 (CK) & #11105638 (intertime)
I think you both know Tom.,너희들 둘 다 톰을 아는 것 같은데.,CC-BY 2.0 (France) Attribution: tatoeba.org #2294056 (CK) & #3675084 (Eunhee)
He's not going to visit you tomorrow.,그 사람은 내일 너를 보러 가지 않을 거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #323069 (CK) & #8360734 (Eunhee)
Tom has a guitar that was made in Korea.,톰은 한국에서 만들어진 기타를 가지고 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #4500901 (CK) & #6305120 (Queserasera)
I've fed the fish.,물고기한테 먹이를 줬어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8399067 (CK) & #8403199 (Eunhee)
Tom has spent the past three years in prison.,톰은 과거 삼 년동안 감옥에 있었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3619357 (CK) & #8364903 (Eunhee)
Love hurts.,사랑은 아프다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111604 (CK) & #6304969 (Queserasera)
Oh please!,아 제발!,CC-BY 2.0 (France) Attribution: tatoeba.org #1349961 (sacredceltic) & #8363341 (Eunhee)
I study French all the time.,나는 항상 프랑스어를 공부해.,CC-BY 2.0 (France) Attribution: tatoeba.org #6264590 (CK) & #8363886 (Eunhee)
Thousands of people died during the plague.,전염병 유행중에 수천명의 사람들이 죽었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #49484 (CK) & #8360711 (Eunhee)
Why is Tom a better choice than Mary?,왜 톰이 메리보다 더 좋은 선택이야?,CC-BY 2.0 (France) Attribution: tatoeba.org #8348664 (CK) & #8367160 (Eunhee)
We'll be right here.,우린 바로 여기에 있을 거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #3312205 (CK) & #8516969 (Eunhee)
"To drive a car, you need a license.",차를 운전하기 위해서는 면허가 필요하다.,CC-BY 2.0 (France) Attribution: tatoeba.org #388289 (CK) & #11110659 (intertime)
I need first aid.,응급처치를 해 주세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #25679 (CM) & #11106326 (intertime)
What is it that you want me to do?,내가 뭘 해줬으면 좋겠어?,CC-BY 2.0 (France) Attribution: tatoeba.org #17835 (CK) & #11105345 (intertime)
Tom gave me a harmonica for Christmas.,톰은 크리스마스 선물로 나한테 하모니카를 줬어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3422294 (CK) & #8394178 (Eunhee)
It's a social problem.,그건 사회적인 문제야.,CC-BY 2.0 (France) Attribution: tatoeba.org #3214498 (CM) & #8363242 (Eunhee)
I have to take the entrance exams next year.,나 내년에 입학시험을 봐야 돼.,CC-BY 2.0 (France) Attribution: tatoeba.org #415447 (CM) & #6820124 (yesjustryan)
These apples look very fresh.,이 사과는 매우 신선해 보인다.,CC-BY 2.0 (France) Attribution: tatoeba.org #682172 (Source_VOA) & #11105627 (intertime)
Is there something you want to say?,뭔가 할 말이 있니?,CC-BY 2.0 (France) Attribution: tatoeba.org #2016934 (CK) & #8404061 (Eunhee)
Tom and Mary are fighting.,톰과 메리가 싸우고 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2644471 (CK) & #11106205 (intertime)
"Tom really is a nice person, isn't he?",톰은 정말 좋은 사람이지?,CC-BY 2.0 (France) Attribution: tatoeba.org #3417005 (CK) & #8365056 (Eunhee)
I don't think Tom wants to be my friend anymore.,나는 더 이상 톰이 내 친구가 되고 싶어한다고 생각하지 않아.,CC-BY 2.0 (France) Attribution: tatoeba.org #1970158 (CK) & #8356242 (Eunhee)
"To be a good translator, I think Tom needs to hone his skills a bit more.",좋은 번역가가 되려면 톰은 기술을 좀 더 연마할 필요가 있다고 생각한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1096047 (CK) & #11107528 (intertime)
Tom doesn't know the rules.,톰은 규칙을 몰라.,CC-BY 2.0 (France) Attribution: tatoeba.org #2281706 (CK) & #8366686 (Eunhee)
What's your favorite Harry Potter book?,여러분이 좋아하는 해리포터 책은 무엇인가요?,CC-BY 2.0 (France) Attribution: tatoeba.org #906772 (CK) & #11105101 (intertime)
Let me pay.,내가 낼게.,CC-BY 2.0 (France) Attribution: tatoeba.org #1302459 (CK) & #11072596 (Eunhee)
Don't call me again.,다시는 연락하지 마.,CC-BY 2.0 (France) Attribution: tatoeba.org #1845517 (CK) & #11106932 (intertime)
I didn't know you would do that.,네가 그걸 할 줄은 몰랐어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7519979 (CK) & #8366767 (Eunhee)
I've caught a cold.,감기 걸렸어.,CC-BY 2.0 (France) Attribution: tatoeba.org #319755 (CK) & #8437618 (Eunhee)
My brother is out.,남동생이 나갔다.,CC-BY 2.0 (France) Attribution: tatoeba.org #237850 (CK) & #11105711 (intertime)
Is this mine?,이거 내꺼니?,CC-BY 2.0 (France) Attribution: tatoeba.org #2248643 (CK) & #5526658 (raining211)
Chances are that I'll be late for work.,아마도 회사에 늦을 것 같다.,CC-BY 2.0 (France) Attribution: tatoeba.org #11104717 (CK) & #11107587 (intertime)
Tom doesn't believe in evolution.,톰은 진화론을 믿지 않아.,CC-BY 2.0 (France) Attribution: tatoeba.org #2481724 (CK) & #8522927 (Eunhee)
Tom was very disrespectful.,톰은 매우 무례했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3431254 (CK) & #5526776 (raining211)
The signal turned green.,신호는 초록색으로 바뀌었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #268840 (CK) & #8365112 (Eunhee)
The sky is cloudy today.,오늘 하늘은 구름이 꼈다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3071532 (sharptoothed) & #11107488 (intertime)
I was 13 in 2003.,나는 2003년에 열세 살이었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2549380 (CK) & #11106744 (intertime)
I'll only be a few more minutes.,몇 분만 더 기다리겠습니다,CC-BY 2.0 (France) Attribution: tatoeba.org #2541441 (CK) & #9414967 (kerun)
There's no way out.,구제불능이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1841568 (CK) & #11105694 (intertime)
We're college students.,우리는 대학생이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #7097783 (Luiaard) & #10605315 (ssuss32)
I can't walk fast.,난 빠르게 걸을 수 없어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8516468 (CK) & #8533729 (Eunhee)
I attended his funeral.,나는 그의 장례식에 참석했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #260708 (CK) & #6305234 (Queserasera)
Tom said he'd be very surprised if Mary didn't win the tournament.,톰은 메리가 토너먼트에서 이기지 못한다면 깜짝 놀랄 것이라고 말했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #8404005 (CK) & #8404072 (Eunhee)
Look there.,저기를 봐.,CC-BY 2.0 (France) Attribution: tatoeba.org #1635351 (Amastan) & #8368241 (Eunhee)
The telephone rang while I was having supper.,내가 저녁을 먹고 있을 때 전화가 울렸다.,CC-BY 2.0 (France) Attribution: tatoeba.org #324659 (Dejo) & #11107466 (intertime)
Something happened.,무언가 생겼어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1446444 (CK) & #8368199 (Eunhee)
Life's not easy.,사는 게 쉽지 않다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1042323 (yessoos) & #11106060 (intertime)
One woman was killed.,여자 한 명이 살해당했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8510706 (CK) & #8533793 (Eunhee)
Tom found a job that he likes.,톰은 자신이 좋아하는 직업을 찾았다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1094050 (CK) & #11104593 (intertime)
Go away!,저리 가!,CC-BY 2.0 (France) Attribution: tatoeba.org #433518 (CK) & #8363311 (Eunhee)
Are we going somewhere now?,지금 어디 가는 길이세요?,CC-BY 2.0 (France) Attribution: tatoeba.org #2890923 (CK) & #5526084 (raining211)
Let's visit some temples tomorrow.,내일 절에 한번 가보자.,CC-BY 2.0 (France) Attribution: tatoeba.org #323235 (CK) & #11105635 (intertime)
I know Tom is a very good chess player.,나는 톰이 체스를 아주 잘 둔다는 것을 알고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7516027 (CK) & #8361468 (Eunhee)
Are you crying?,울고 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #1886352 (CK) & #11106330 (intertime)
This is so relaxing.,이거 정말 기분 좋다.,CC-BY 2.0 (France) Attribution: tatoeba.org #4124465 (Hybrid) & #4952529 (rainbow4us)
Tom is scared of dogs.,톰은 개를 무서워한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #3426108 (CK) & #5526645 (raining211)
That's just not cool.,그건 그냥 안 멋져.,CC-BY 2.0 (France) Attribution: tatoeba.org #8511269 (CK) & #8533751 (Eunhee)
What's your favorite image editing software?,어떤 것이 네가 가장 좋아하는 사진 편집 소프트웨어야?,CC-BY 2.0 (France) Attribution: tatoeba.org #906786 (CK) & #8365235 (Eunhee)
I want to meet Tom's parents.,나는 톰의 부모를 만나고 싶어.,CC-BY 2.0 (France) Attribution: tatoeba.org #6227757 (CK) & #8355846 (Eunhee)
How much did these sunglasses cost?,이 선글라스 얼마였어?,CC-BY 2.0 (France) Attribution: tatoeba.org #3626484 (CK) & #8367854 (Eunhee)
You decide.,네가 정해.,CC-BY 2.0 (France) Attribution: tatoeba.org #1747551 (belgavox) & #8363353 (Eunhee)
